Date,vix,vxo,vxn,vxd
05AUG1999,27.01,27.88,,24.92
06AUG1999,26.60,27.36,,25.04
09AUG1999,27.66,27.36,,24.89
10AUG1999,28.45,28.30,,25.35
11AUG1999,25.39,26.03,,24.41
12AUG1999,25.03,26.07,,22.90
13AUG1999,22.31,22.38,,21.08
16AUG1999,23.07,22.95,,21.01
17AUG1999,21.67,22.53,,20.99
18AUG1999,23.30,24.04,,21.47
19AUG1999,24.39,25.46,,22.19
20AUG1999,22.95,24.06,,21.75
23AUG1999,22.55,23.02,,21.36
24AUG1999,22.40,22.29,,20.65
25AUG1999,20.96,20.67,,19.88
26AUG1999,21.21,22.33,,20.30
27AUG1999,21.83,23.21,,20.95
30AUG1999,24.63,24.79,,22.37
31AUG1999,24.45,25.24,,23.19
01SEP1999,22.93,23.74,,21.64
02SEP1999,24.53,25.44,,22.75
03SEP1999,20.98,21.39,,20.11
07SEP1999,23.44,23.33,,21.66
08SEP1999,23.82,24.18,,21.77
09SEP1999,23.01,23.40,,21.56
10SEP1999,22.03,22.35,,21.32
13SEP1999,22.89,23.84,,21.69
14SEP1999,23.77,25.05,,22.17
15SEP1999,24.56,26.38,,22.81
16SEP1999,25.25,26.99,,23.30
17SEP1999,23.30,24.22,,21.86
20SEP1999,24.03,24.33,,21.66
21SEP1999,25.65,26.94,,23.46
22SEP1999,25.19,26.75,,23.21
23SEP1999,27.84,30.28,,24.84
24SEP1999,27.79,29.54,,25.60
27SEP1999,26.40,27.27,,24.86
28SEP1999,26.06,26.97,,24.60
29SEP1999,26.49,27.90,,24.58
30SEP1999,25.41,26.89,,23.78
01OCT1999,24.93,26.43,,24.12
04OCT1999,24.46,25.70,,23.01
05OCT1999,24.79,26.07,,23.74
06OCT1999,22.06,23.53,,21.98
07OCT1999,23.58,24.88,,22.03
08OCT1999,20.49,21.20,,20.17
11OCT1999,20.63,22.05,,19.27
12OCT1999,22.84,24.60,,20.86
13OCT1999,25.96,28.88,,22.72
14OCT1999,26.05,27.34,,22.72
15OCT1999,28.75,31.48,,25.23
18OCT1999,28.19,29.44,,25.67
19OCT1999,26.56,28.46,,24.13
20OCT1999,23.90,25.21,,22.87
21OCT1999,24.02,24.77,,22.74
22OCT1999,21.64,22.89,,20.96
25OCT1999,23.60,24.42,,23.01
26OCT1999,24.26,25.06,,23.90
27OCT1999,24.20,25.35,,24.03
28OCT1999,21.34,22.45,,22.14
29OCT1999,22.20,22.56,,21.56
01NOV1999,22.09,22.23,,22.37
02NOV1999,23.10,23.94,,23.07
03NOV1999,23.16,23.70,,23.24
04NOV1999,23.00,24.00,,22.31
05NOV1999,21.66,22.06,,21.26
08NOV1999,21.87,21.52,,21.66
09NOV1999,22.70,23.07,,21.91
10NOV1999,22.26,23.50,,21.55
11NOV1999,22.07,22.54,,21.51
12NOV1999,21.65,21.68,,20.39
15NOV1999,22.74,22.85,,20.90
16NOV1999,20.73,21.42,,19.87
17NOV1999,20.96,21.07,,20.51
18NOV1999,19.76,20.10,,19.87
19NOV1999,19.11,19.63,,19.05
22NOV1999,19.98,20.28,,20.51
23NOV1999,21.00,21.17,,21.17
24NOV1999,20.26,20.47,,21.13
26NOV1999,22.33,22.95,,22.51
29NOV1999,23.57,23.69,,23.32
30NOV1999,24.18,24.95,,23.86
01DEC1999,22.23,22.90,,22.46
02DEC1999,21.77,23.28,,22.49
03DEC1999,19.32,20.82,,21.24
06DEC1999,20.58,21.06,,22.87
07DEC1999,21.09,21.38,,23.19
08DEC1999,21.25,22.62,,23.57
09DEC1999,21.19,22.38,,23.15
10DEC1999,21.48,20.92,,22.62
13DEC1999,21.72,23.60,,24.12
14DEC1999,23.06,24.47,,24.54
15DEC1999,22.03,23.36,,25.09
16DEC1999,21.91,23.17,,23.89
17DEC1999,21.35,23.01,,23.71
20DEC1999,23.78,24.66,,24.69
21DEC1999,22.66,23.44,,24.08
22DEC1999,22.43,23.12,,23.84
23DEC1999,21.12,22.37,,22.76
27DEC1999,23.07,23.60,,24.11
28DEC1999,22.97,23.69,,23.93
29DEC1999,23.09,24.37,,24.00
30DEC1999,24.76,25.94,,25.53
31DEC1999,24.64,26.71,,25.06
03JAN2000,24.21,24.69,,25.28
04JAN2000,27.01,29.64,,26.88
05JAN2000,26.41,28.15,,25.93
06JAN2000,25.73,28.13,,25.69
07JAN2000,21.72,23.20,,22.50
10JAN2000,21.71,22.51,,21.20
11JAN2000,22.50,23.93,,21.38
12JAN2000,22.84,24.63,,22.45
13JAN2000,21.71,23.35,,20.49
14JAN2000,19.66,21.05,,18.11
18JAN2000,21.50,23.31,,20.37
19JAN2000,21.72,23.27,,20.66
20JAN2000,21.75,24.16,,21.79
21JAN2000,20.82,22.66,,21.14
24JAN2000,24.07,26.32,,23.25
25JAN2000,23.02,24.34,,23.16
26JAN2000,23.03,25.08,,23.02
27JAN2000,23.54,25.06,,22.68
28JAN2000,26.14,29.09,,25.42
31JAN2000,24.95,26.20,,24.38
01FEB2000,23.45,24.82,,23.25
02FEB2000,23.12,24.38,,22.91
03FEB2000,22.01,23.72,,21.95
04FEB2000,21.54,22.93,,21.66
07FEB2000,22.79,23.70,,21.90
08FEB2000,21.25,22.10,,21.06
09FEB2000,22.90,24.65,,22.40
10FEB2000,23.07,24.38,,22.55
11FEB2000,24.42,26.92,,23.90
14FEB2000,24.38,25.79,,23.16
15FEB2000,22.92,24.61,,22.05
16FEB2000,23.51,25.10,,23.07
17FEB2000,23.17,25.07,,23.13
18FEB2000,26.00,28.45,,24.62
22FEB2000,25.86,27.55,,24.97
23FEB2000,23.89,26.26,,24.68
24FEB2000,24.38,27.32,,24.80
25FEB2000,25.20,28.88,,25.74
28FEB2000,24.68,26.90,,25.26
29FEB2000,23.37,25.59,,24.00
01MAR2000,21.64,23.68,,23.42
02MAR2000,21.06,23.90,,23.18
03MAR2000,19.21,21.29,,21.95
06MAR2000,21.50,23.15,,23.32
07MAR2000,24.31,26.63,,25.33
08MAR2000,23.82,25.95,,27.45
09MAR2000,22.21,23.94,,24.64
10MAR2000,21.24,23.80,,24.95
13MAR2000,22.85,25.36,,26.19
14MAR2000,24.41,26.43,,26.91
15MAR2000,22.34,24.08,,25.06
16MAR2000,20.77,23.20,,23.25
17MAR2000,22.37,23.67,,24.25
20MAR2000,22.96,24.17,,25.33
21MAR2000,21.70,23.34,,24.17
22MAR2000,21.49,22.99,,24.06
23MAR2000,22.26,24.22,,24.19
24MAR2000,23.31,25.81,,25.54
27MAR2000,24.53,26.75,,26.97
28MAR2000,24.86,26.58,,26.98
29MAR2000,24.10,25.96,,25.78
30MAR2000,25.47,27.55,,26.58
31MAR2000,24.11,27.21,,26.49
03APR2000,24.03,25.66,,24.62
04APR2000,27.12,27.90,,26.97
05APR2000,28.41,30.59,,28.80
06APR2000,27.15,29.77,,27.39
07APR2000,24.39,26.94,,25.59
10APR2000,25.99,28.01,,25.18
11APR2000,27.25,28.95,,25.43
12APR2000,28.98,31.88,,27.22
13APR2000,29.40,33.95,,28.05
14APR2000,33.49,39.33,,32.12
17APR2000,28.95,32.19,,29.83
18APR2000,26.12,29.37,,28.57
19APR2000,27.02,30.24,,27.44
20APR2000,25.85,28.31,,26.66
24APR2000,27.37,30.18,,27.59
25APR2000,25.24,27.06,,26.71
26APR2000,26.97,29.46,,27.51
27APR2000,26.19,28.18,,27.21
28APR2000,26.20,28.86,,26.61
01MAY2000,25.88,27.32,,26.13
02MAY2000,28.50,30.87,,26.92
03MAY2000,31.63,34.51,,29.85
04MAY2000,30.77,35.43,,30.20
05MAY2000,27.53,30.39,,26.93
08MAY2000,28.20,31.12,,26.85
09MAY2000,28.93,31.71,,28.37
10MAY2000,29.87,33.30,,28.73
11MAY2000,27.76,31.25,,27.42
12MAY2000,26.05,29.95,,26.18
15MAY2000,24.86,27.45,,25.43
16MAY2000,24.34,26.71,,25.73
17MAY2000,23.98,27.20,,25.57
18MAY2000,23.96,26.87,,25.22
19MAY2000,25.44,28.77,,26.10
22MAY2000,26.00,28.83,,27.06
23MAY2000,25.87,29.30,,26.58
24MAY2000,24.32,27.87,,25.94
25MAY2000,24.58,28.00,,25.97
26MAY2000,24.47,27.49,,25.70
30MAY2000,23.62,26.53,,25.44
31MAY2000,23.65,26.57,,25.54
01JUN2000,22.36,24.74,,24.40
02JUN2000,21.48,24.11,,23.51
05JUN2000,22.71,24.90,,23.67
06JUN2000,23.05,25.14,,24.40
07JUN2000,22.48,25.19,,24.44
08JUN2000,22.77,25.71,,25.01
09JUN2000,22.14,25.19,,24.53
12JUN2000,22.32,25.37,,25.61
13JUN2000,21.67,24.37,,24.40
14JUN2000,21.48,24.51,,22.98
15JUN2000,20.68,23.18,,23.05
16JUN2000,20.50,23.55,,22.82
19JUN2000,20.63,22.80,,22.22
20JUN2000,20.88,23.65,,22.86
21JUN2000,20.61,23.57,,22.37
22JUN2000,22.00,25.66,,23.17
23JUN2000,22.34,25.89,,23.35
26JUN2000,22.45,24.72,,22.67
27JUN2000,21.80,24.88,,22.87
28JUN2000,20.29,23.58,,22.50
29JUN2000,19.70,22.02,,21.79
30JUN2000,19.54,22.26,,21.72
03JUL2000,19.83,22.33,,20.59
05JUL2000,21.16,23.63,,21.19
06JUL2000,20.94,24.20,,20.76
07JUL2000,19.22,21.82,,19.11
10JUL2000,20.33,22.88,,18.60
11JUL2000,20.11,22.39,,18.51
12JUL2000,20.03,23.08,,19.12
13JUL2000,20.03,22.75,,19.69
14JUL2000,19.32,22.61,,18.97
17JUL2000,19.45,22.06,,19.60
18JUL2000,19.75,22.55,,19.09
19JUL2000,19.65,22.52,,19.11
20JUL2000,18.94,22.06,,18.03
21JUL2000,18.94,21.39,,18.25
24JUL2000,19.92,22.44,,18.52
25JUL2000,19.39,21.67,,18.23
26JUL2000,19.67,22.75,,18.82
27JUL2000,19.60,22.33,,18.26
28JUL2000,20.84,24.30,,18.64
31JUL2000,20.74,23.44,,18.73
01AUG2000,20.55,22.87,,18.40
02AUG2000,20.00,22.76,,18.33
03AUG2000,19.99,22.79,,18.02
04AUG2000,18.62,21.54,,17.63
07AUG2000,19.03,21.55,,16.73
08AUG2000,18.79,20.83,,15.49
09AUG2000,19.18,21.33,,16.74
10AUG2000,19.19,21.57,,16.79
11AUG2000,18.55,21.19,,15.23
14AUG2000,17.88,20.35,,13.47
15AUG2000,17.98,20.97,,14.87
16AUG2000,18.02,20.67,,14.39
17AUG2000,17.48,20.04,,14.16
18AUG2000,17.05,19.42,,16.18
21AUG2000,17.35,19.56,,16.20
22AUG2000,17.47,19.62,,15.72
23AUG2000,17.38,19.86,,16.12
24AUG2000,17.04,19.10,,15.61
25AUG2000,16.53,19.10,,15.09
28AUG2000,16.54,18.23,,15.01
29AUG2000,16.89,18.92,,15.03
30AUG2000,17.69,19.59,,16.24
31AUG2000,16.84,19.28,,15.52
01SEP2000,17.53,19.45,,15.58
05SEP2000,19.82,21.37,,16.41
06SEP2000,20.79,22.65,,16.50
07SEP2000,19.42,21.07,,16.85
08SEP2000,18.46,20.69,,16.93
11SEP2000,18.40,20.96,,22.11
12SEP2000,18.59,21.18,,20.37
13SEP2000,18.32,21.48,,20.84
14SEP2000,18.26,20.69,,21.78
15SEP2000,18.52,21.93,,21.23
18SEP2000,20.25,23.01,,20.19
19SEP2000,19.54,22.11,,18.71
20SEP2000,19.93,22.77,,19.27
21SEP2000,20.18,23.56,,18.80
22SEP2000,20.74,24.17,,19.19
25SEP2000,21.41,24.40,,19.53
26SEP2000,21.88,25.08,,20.38
27SEP2000,21.67,24.36,,19.95
28SEP2000,19.47,21.95,,18.66
29SEP2000,20.57,23.85,,19.12
02OCT2000,21.23,23.43,,19.15
03OCT2000,21.85,24.39,,19.13
04OCT2000,21.54,23.75,,19.73
05OCT2000,21.03,23.63,,18.93
06OCT2000,22.71,25.67,,19.90
09OCT2000,24.02,26.33,,20.52
10OCT2000,24.86,27.44,,20.73
11OCT2000,26.57,30.95,,21.91
12OCT2000,30.51,35.01,,22.10
13OCT2000,27.60,30.98,,24.58
16OCT2000,26.79,29.50,,23.59
17OCT2000,27.84,32.71,,24.42
18OCT2000,28.72,,,24.71
19OCT2000,25.09,28.17,,23.60
20OCT2000,24.24,27.42,,21.85
23OCT2000,24.69,26.98,,23.05
24OCT2000,24.28,26.22,,22.45
25OCT2000,26.65,29.89,,23.95
26OCT2000,28.62,31.05,,25.13
27OCT2000,26.47,30.91,,23.34
30OCT2000,25.46,27.79,,22.74
31OCT2000,23.63,25.99,,20.92
01NOV2000,24.28,26.56,,21.47
02NOV2000,23.92,26.61,,21.32
03NOV2000,23.67,26.31,,21.17
06NOV2000,24.52,27.03,,22.07
07NOV2000,24.91,26.81,,22.78
08NOV2000,25.66,28.28,,23.17
09NOV2000,27.20,29.64,,23.90
10NOV2000,28.53,32.50,,26.39
13NOV2000,29.06,31.89,,26.40
14NOV2000,26.81,30.24,,24.60
15NOV2000,26.15,28.77,,24.25
16NOV2000,25.05,28.38,,23.17
17NOV2000,24.81,27.85,,22.98
20NOV2000,27.43,30.33,,24.33
21NOV2000,26.62,28.93,,24.06
22NOV2000,27.71,31.21,,24.43
24NOV2000,26.00,29.58,,23.83
27NOV2000,26.93,29.02,,23.41
28NOV2000,27.64,30.39,,23.62
29NOV2000,27.49,30.20,,23.04
30NOV2000,29.65,32.92,,25.04
01DEC2000,27.48,31.59,,24.21
04DEC2000,27.78,30.31,,23.80
05DEC2000,24.99,26.94,,22.12
06DEC2000,25.07,27.94,,22.51
07DEC2000,25.34,28.98,,22.82
08DEC2000,22.41,26.13,,22.59
11DEC2000,23.51,26.51,,21.05
12DEC2000,24.88,28.28,,21.78
13DEC2000,23.63,26.87,,21.30
14DEC2000,24.86,28.27,,23.03
15DEC2000,26.55,31.20,,24.39
18DEC2000,27.70,31.45,,24.01
19DEC2000,27.17,30.73,,24.07
20DEC2000,31.74,35.70,,26.69
21DEC2000,29.66,34.42,,25.34
22DEC2000,27.55,31.52,,23.85
26DEC2000,28.73,32.54,,24.29
27DEC2000,28.14,32.31,,23.87
28DEC2000,26.57,30.17,,23.49
29DEC2000,26.85,30.23,,23.71
02JAN2001,29.99,34.20,,25.03
03JAN2001,26.60,28.67,,22.68
04JAN2001,26.97,29.96,,22.82
05JAN2001,28.67,32.03,,23.69
08JAN2001,29.84,33.35,,24.86
09JAN2001,27.99,30.79,,23.72
10JAN2001,26.80,30.15,,23.00
11JAN2001,25.79,28.69,,22.66
12JAN2001,24.56,27.62,,22.05
16JAN2001,25.28,28.18,,21.78
17JAN2001,24.93,28.51,,22.17
18JAN2001,23.37,27.09,,21.31
19JAN2001,23.24,26.29,,20.78
22JAN2001,23.25,25.94,,21.14
23JAN2001,21.57,23.86,,19.82
24JAN2001,22.03,24.56,,19.75
25JAN2001,22.64,24.98,,19.86
26JAN2001,22.57,24.14,,19.89
29JAN2001,22.61,24.93,,20.23
30JAN2001,22.57,25.20,,20.03
31JAN2001,22.02,24.29,,20.72
01FEB2001,21.66,23.99,,20.20
02FEB2001,21.95,24.75,54.89,19.94
05FEB2001,22.19,24.39,55.85,19.98
06FEB2001,21.98,23.82,53.68,19.57
07FEB2001,21.67,24.52,54.41,19.20
08FEB2001,21.46,24.09,54.66,19.23
09FEB2001,22.03,25.15,55.85,19.10
12FEB2001,21.92,24.55,57.05,19.68
13FEB2001,21.37,24.62,58.42,19.01
14FEB2001,21.52,24.22,57.49,19.62
15FEB2001,20.27,23.46,55.19,18.51
16FEB2001,22.12,25.08,55.34,19.07
20FEB2001,24.69,27.50,57.93,20.47
21FEB2001,25.75,29.41,59.57,21.64
22FEB2001,26.76,29.77,60.99,22.35
23FEB2001,27.21,30.34,62.03,23.41
26FEB2001,25.43,27.34,61.77,21.51
27FEB2001,26.49,29.03,63.27,21.11
28FEB2001,28.35,31.00,63.65,23.50
01MAR2001,28.08,31.03,64.32,23.27
02MAR2001,27.43,30.86,65.69,23.18
05MAR2001,27.12,29.22,64.19,23.29
06MAR2001,25.89,27.44,61.20,22.15
07MAR2001,24.12,26.45,59.17,21.04
08MAR2001,24.29,26.46,59.10,20.75
09MAR2001,25.62,29.35,60.40,22.87
12MAR2001,30.32,35.11,68.10,26.70
13MAR2001,27.55,30.73,67.31,25.00
14MAR2001,29.61,34.60,64.79,26.26
15MAR2001,28.56,32.63,64.77,26.65
16MAR2001,29.91,35.29,65.53,27.60
19MAR2001,29.78,33.35,65.99,27.66
20MAR2001,30.96,35.04,65.94,28.47
21MAR2001,31.93,36.39,62.29,29.21
22MAR2001,32.84,39.70,62.30,29.81
23MAR2001,30.45,34.91,61.48,27.33
26MAR2001,29.04,33.19,62.02,26.71
27MAR2001,27.04,30.69,58.53,25.70
28MAR2001,28.58,33.22,60.17,26.60
29MAR2001,29.17,33.83,62.37,26.77
30MAR2001,28.64,33.82,62.23,26.73
02APR2001,31.21,34.75,63.87,28.66
03APR2001,34.72,39.33,65.02,32.00
04APR2001,34.07,39.07,65.33,31.54
05APR2001,29.94,34.98,65.79,29.14
06APR2001,31.69,36.76,67.24,29.30
09APR2001,31.91,36.74,66.10,30.13
10APR2001,29.44,33.30,66.19,27.89
11APR2001,28.46,32.73,63.28,27.58
12APR2001,26.12,30.28,59.23,25.26
16APR2001,26.33,30.04,65.57,25.73
17APR2001,25.61,30.24,64.99,25.21
18APR2001,24.13,28.45,62.23,24.33
19APR2001,24.16,28.46,64.04,23.06
20APR2001,25.38,29.01,65.58,24.76
23APR2001,28.16,31.50,68.78,26.11
24APR2001,28.49,32.46,70.06,26.19
25APR2001,27.40,31.27,68.98,25.89
26APR2001,25.96,29.57,67.29,24.87
27APR2001,24.02,27.77,61.54,23.66
30APR2001,25.48,28.19,61.13,23.99
01MAY2001,24.20,27.59,58.87,23.26
02MAY2001,24.23,27.77,57.16,23.11
03MAY2001,25.78,29.50,60.92,23.93
04MAY2001,23.91,27.72,58.18,22.74
07MAY2001,24.86,28.11,57.45,23.28
08MAY2001,24.44,27.54,56.85,22.59
09MAY2001,24.35,27.82,57.18,22.39
10MAY2001,24.00,27.24,57.96,22.00
11MAY2001,23.54,27.48,57.09,22.21
14MAY2001,24.26,27.17,59.67,22.51
15MAY2001,23.71,27.34,57.28,21.69
16MAY2001,21.89,25.13,53.68,20.74
17MAY2001,21.47,25.52,51.93,20.95
18MAY2001,21.23,24.26,47.06,19.47
21MAY2001,20.76,23.24,47.63,19.68
22MAY2001,21.35,23.49,46.28,19.61
23MAY2001,22.08,24.65,47.78,20.65
24MAY2001,20.57,22.94,46.51,19.39
25MAY2001,20.60,23.15,46.52,19.49
29MAY2001,22.14,24.68,49.87,20.35
30MAY2001,22.76,25.79,52.70,21.03
31MAY2001,22.64,25.96,52.53,21.12
01JUN2001,21.59,23.96,49.94,20.13
04JUN2001,21.38,22.83,51.43,19.93
05JUN2001,19.58,21.22,48.76,18.65
06JUN2001,20.39,22.38,48.32,18.94
07JUN2001,19.67,21.61,46.66,18.84
08JUN2001,19.92,21.41,47.12,18.55
11JUN2001,20.70,22.74,48.52,18.20
12JUN2001,20.70,22.98,48.24,18.32
13JUN2001,21.45,24.39,51.08,19.16
14JUN2001,23.12,26.20,52.90,21.29
15JUN2001,22.81,26.33,53.02,21.45
18JUN2001,23.17,25.83,51.15,21.54
19JUN2001,22.34,24.92,49.98,20.82
20JUN2001,21.71,23.86,48.48,20.60
21JUN2001,19.38,21.91,46.63,18.46
22JUN2001,20.02,22.50,45.86,18.96
25JUN2001,20.67,23.25,48.13,20.01
26JUN2001,21.20,23.35,46.51,20.07
27JUN2001,20.88,23.57,45.47,19.96
28JUN2001,20.01,22.44,42.77,18.98
29JUN2001,19.06,21.63,40.15,18.21
02JUL2001,18.76,20.29,40.30,18.10
03JUL2001,18.92,20.95,41.68,18.20
05JUL2001,20.09,22.72,44.15,19.22
06JUL2001,21.63,24.97,45.65,20.84
09JUL2001,22.48,24.55,46.08,20.60
10JUL2001,23.25,26.53,50.04,21.95
11JUL2001,24.01,26.98,50.61,21.86
12JUL2001,22.09,24.52,47.50,20.54
13JUL2001,21.14,23.87,47.06,19.19
16JUL2001,22.91,25.31,48.86,19.94
17JUL2001,22.61,25.36,49.63,20.75
18JUL2001,23.60,26.31,50.67,21.51
19JUL2001,22.51,26.47,48.83,20.99
20JUL2001,22.34,24.97,48.10,21.33
23JUL2001,23.74,26.13,49.98,22.18
24JUL2001,25.24,27.63,52.36,23.28
25JUL2001,24.00,26.70,50.39,22.58
26JUL2001,23.01,25.15,48.00,22.02
27JUL2001,22.00,24.73,47.27,21.87
30JUL2001,22.69,24.03,47.98,22.26
31JUL2001,21.62,23.87,46.35,21.20
01AUG2001,20.56,22.98,45.54,20.69
02AUG2001,20.09,23.28,45.36,20.30
03AUG2001,19.89,22.39,45.50,20.25
06AUG2001,21.89,22.74,47.31,21.83
07AUG2001,21.01,22.65,47.35,20.88
08AUG2001,22.32,24.26,46.72,22.07
09AUG2001,21.75,23.64,46.90,21.34
10AUG2001,20.55,22.81,47.12,20.94
13AUG2001,20.42,23.24,48.19,21.64
14AUG2001,20.48,23.01,48.40,21.60
15AUG2001,20.91,23.77,48.19,21.67
16AUG2001,21.54,23.83,49.13,22.11
17AUG2001,23.84,26.74,50.34,24.23
20AUG2001,22.87,25.14,50.70,22.84
21AUG2001,24.40,25.99,51.22,23.25
22AUG2001,22.44,25.09,49.69,22.42
23AUG2001,22.23,24.92,47.97,22.50
24AUG2001,19.71,22.29,45.76,20.25
27AUG2001,20.56,22.44,46.01,20.86
28AUG2001,22.00,24.02,46.78,21.48
29AUG2001,23.03,25.73,47.12,22.41
30AUG2001,25.41,28.08,49.43,23.95
31AUG2001,24.92,27.85,49.77,24.38
04SEP2001,25.85,28.66,52.75,24.81
05SEP2001,26.35,28.96,52.90,25.25
06SEP2001,28.61,32.48,55.43,26.97
07SEP2001,30.99,34.36,56.97,28.26
10SEP2001,31.84,33.87,57.41,28.36
17SEP2001,41.76,44.94,67.99,33.38
18SEP2001,38.87,42.50,66.22,34.99
19SEP2001,40.56,43.24,67.64,37.58
20SEP2001,43.74,49.04,71.72,39.52
21SEP2001,42.66,48.27,68.83,39.86
24SEP2001,37.75,41.33,61.40,34.96
25SEP2001,35.81,38.87,59.07,33.85
26SEP2001,35.26,39.15,57.55,33.58
27SEP2001,34.00,37.41,56.99,32.88
28SEP2001,31.93,35.19,55.89,31.37
01OCT2001,32.32,34.78,56.52,31.41
02OCT2001,31.18,34.05,55.67,30.14
03OCT2001,31.34,33.10,54.99,29.86
04OCT2001,31.97,34.40,54.82,30.00
05OCT2001,33.39,34.66,55.69,31.24
08OCT2001,35.12,35.91,58.48,32.65
09OCT2001,34.83,35.99,58.55,32.73
10OCT2001,31.60,33.46,58.96,30.05
11OCT2001,31.50,32.59,55.22,29.93
12OCT2001,35.27,36.45,58.83,32.33
15OCT2001,35.31,37.36,61.31,33.62
16OCT2001,32.88,35.22,58.51,31.54
17OCT2001,35.08,37.23,60.82,33.46
18OCT2001,34.95,37.36,63.06,33.51
19OCT2001,34.11,35.84,61.95,32.69
22OCT2001,32.25,33.11,61.13,31.06
23OCT2001,32.00,33.19,59.26,30.47
24OCT2001,30.95,32.87,57.48,30.12
25OCT2001,29.46,31.36,53.37,28.69
26OCT2001,28.42,30.53,53.43,28.03
29OCT2001,31.64,32.39,57.65,31.08
30OCT2001,33.46,35.15,60.09,32.14
31OCT2001,33.56,35.28,58.93,33.00
01NOV2001,32.31,34.18,57.53,31.51
02NOV2001,30.71,32.40,58.13,30.55
05NOV2001,30.50,31.94,58.65,30.21
06NOV2001,28.80,29.85,57.81,28.86
07NOV2001,29.13,30.47,57.79,28.77
08NOV2001,28.62,29.88,58.42,28.22
09NOV2001,27.44,28.76,58.20,27.94
12NOV2001,29.35,31.26,60.74,29.56
13NOV2001,26.47,28.58,57.43,27.48
14NOV2001,26.56,28.60,57.83,27.32
15NOV2001,25.56,27.78,57.78,25.29
16NOV2001,25.07,27.17,55.09,24.40
19NOV2001,24.46,25.64,51.88,23.55
20NOV2001,24.12,26.13,52.08,23.67
21NOV2001,24.19,25.32,52.05,23.22
23NOV2001,23.25,24.78,50.09,22.68
26NOV2001,23.79,25.24,48.78,23.61
27NOV2001,24.00,25.21,49.34,24.12
28NOV2001,25.90,27.75,51.17,25.25
29NOV2001,25.18,26.26,48.69,24.13
30NOV2001,23.84,26.14,47.54,23.92
03DEC2001,25.77,26.00,49.22,24.81
04DEC2001,24.08,25.33,47.20,23.19
05DEC2001,23.02,24.79,46.10,22.55
06DEC2001,23.71,25.10,46.95,23.23
07DEC2001,23.49,24.89,47.66,23.25
10DEC2001,25.62,26.00,48.22,23.85
11DEC2001,25.30,25.69,47.49,23.51
12DEC2001,24.87,25.52,44.65,23.62
13DEC2001,25.91,26.70,47.83,24.84
14DEC2001,24.63,25.97,48.35,23.98
17DEC2001,24.26,25.43,47.37,23.26
18DEC2001,23.29,24.16,45.23,22.55
19DEC2001,22.58,23.57,45.59,21.52
20DEC2001,23.67,24.38,48.11,23.04
21DEC2001,22.50,23.29,45.74,22.51
24DEC2001,22.62,23.21,45.57,22.33
26DEC2001,22.29,22.93,44.78,21.68
27DEC2001,21.59,22.28,43.20,21.83
28DEC2001,21.40,22.33,41.89,21.85
31DEC2001,23.80,22.02,44.45,23.10
02JAN2002,22.71,23.92,44.38,20.62
03JAN2002,21.34,22.83,43.04,19.29
04JAN2002,20.45,22.02,42.39,18.41
07JAN2002,21.94,22.17,44.60,19.54
08JAN2002,21.83,22.50,44.01,19.89
09JAN2002,22.13,23.35,44.44,21.20
10JAN2002,22.36,23.13,44.21,21.86
11JAN2002,22.60,23.98,43.77,22.29
14JAN2002,23.58,25.06,45.45,23.34
15JAN2002,22.70,24.42,43.80,22.54
16JAN2002,23.45,25.26,44.89,23.87
17JAN2002,22.25,23.74,42.57,22.54
18JAN2002,22.52,24.34,43.87,22.06
22JAN2002,23.61,25.10,46.13,23.06
23JAN2002,21.88,23.66,43.78,22.28
24JAN2002,21.15,22.77,42.92,21.27
25JAN2002,21.01,21.93,40.93,20.67
28JAN2002,21.14,21.77,40.34,21.06
29JAN2002,24.35,26.26,41.92,23.63
30JAN2002,23.22,24.87,40.73,22.96
31JAN2002,21.09,22.84,38.11,21.55
01FEB2002,21.12,22.87,38.59,21.39
04FEB2002,24.87,26.85,41.78,23.38
05FEB2002,25.45,26.77,42.36,24.47
06FEB2002,26.09,28.20,44.48,24.90
07FEB2002,25.11,27.68,45.94,24.34
08FEB2002,23.26,25.47,43.99,22.88
11FEB2002,21.78,23.54,42.59,22.31
12FEB2002,21.62,23.51,41.35,21.84
13FEB2002,20.85,22.42,40.01,20.81
14FEB2002,21.77,22.89,38.41,21.50
15FEB2002,22.37,24.09,39.98,21.64
19FEB2002,24.43,26.37,42.57,23.44
20FEB2002,22.66,24.26,41.98,21.67
21FEB2002,23.80,25.82,43.56,22.52
22FEB2002,22.86,24.89,43.07,22.56
25FEB2002,21.84,23.28,41.14,22.00
26FEB2002,21.68,23.57,41.28,22.06
27FEB2002,21.49,23.09,41.61,21.65
28FEB2002,21.59,23.13,41.67,21.67
01MAR2002,19.96,22.13,37.86,20.03
04MAR2002,20.50,22.08,38.25,19.86
05MAR2002,20.30,21.81,39.15,20.53
06MAR2002,19.94,22.03,38.95,19.51
07MAR2002,20.04,21.95,39.42,19.97
08MAR2002,19.27,21.61,37.98,19.75
11MAR2002,19.84,22.37,38.47,19.73
12MAR2002,19.59,21.31,39.16,19.74
13MAR2002,19.46,21.97,39.42,20.03
14MAR2002,19.20,22.02,37.86,19.63
15MAR2002,18.42,20.77,36.19,18.82
18MAR2002,18.93,20.75,35.13,18.91
19MAR2002,18.16,20.35,34.73,18.05
20MAR2002,18.46,20.73,34.40,18.59
21MAR2002,18.15,19.98,32.86,18.42
